0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,11.221402220334326,0.0,0.0,0.0,0.0,0.0,0.0,1.3511184915064653,7.433566738980467,0.08592121439074933,0.0,0.0,73.94819341756852,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.526376175102605,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69875904384452,0.0,43.933448395963566,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.623299917775764,0.0,0.0,0.0,0.4626510642666853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.376274289070796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.128260793783791,0.0,0.0,0.0,0.029025966994361288,0.027290095091667785,0.0,0.0,0.08585010885411115,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.1525501915672356,0.0,0.12542685173475923,0.0,0.0,0.0,0.0,0.0,0.26409659091595894,0.0,0.0,43.063114431713885,0.7303373915939597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.030164130507643,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.24981429543503,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.013290391777467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.816101428922521,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48472725234589237,0.0,0.0,0.0,0.0,0.0,8.394927592577153,0.0
0.0,0.0,20.19409942922612,0.0,0.0,0.0,0.0,0.0,0.0,1.979937521033905,0.7662620832217835,0.0,0.0,0.0,84.7391433989906,0.0
0.0,0.0,1.0408541367778268e-05,0.0,0.0,0.0,0.0,0.0,50.03460094698401,0.0,0.0,0.0,0.0,0.0,17.379373741337385,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.430874340173077,0.0,0.0,0.0,0.0,0.0,27.525432370472387,0.0,0.0,0.0,0.0,0.0,39.90279566607353,0.0
